Org Type,Beds,USNEWS Directory,City,State,Par Org,Organization,Pri. Domain,Full Org URL,YouTube Account,YouTube Date,YouTube URL ,TW 1st update,Twitter Account,Twitter URL,FaceBook URL,Blog,FourSquare,LinkedIn,Pinterest,Google+,Delicious,Flickr,Quantcast,Compete
H-GenMed&Surg,174,http://health.usnews.com/best-hospitals/greenwich-hospital-6160160/,Greenwich,CT,Yale New Haven Health System,Greenwich Hospital,greenhosp.org,http://www.greenhosp.org/,none,,none,16/03/2009,GreenHosp,http://twitter.com/GreenHosp,none,none,none,http://www.linkedin.com/companies/greenwich-hospital,,,,,,
H-Childrens,114,http://health.usnews.com/best-hospitals/connecticut-children%27s-medical-center-6160450,Hartford,CT,none,Connecticut Children's Medical Center,connecticutchildrens.org,http://www.connecticutchildrens.org/,none,,none,,none,none,http://www.facebook.com/pages/Connecticut-Childrens-Medical-Center-Friends/176012293524,none,http://foursquare.com/venue/1939672,http://www.linkedin.com/companies/connecticut-children%27s-medical-center,,,,,,
H-GenMed&Surg,552,http://health.usnews.com/best-hospitals/hartford-hospital-6160003,Hartord,CT,none,Hartford Hospital,harthosp.org,http://www.harthosp.org,HartfordHospitalCT,08/21/09,http://www.youtube.com/user/HartfordHospitalCT,28/08/2008,hartfordhosp,http://twitter.com/hartfordhosp,http://www.facebook.com/HartfordHospital,none,http://foursquare.com/venue/453248,http://www.linkedin.com/companies/hartford-hospital,,,,,,
H-GenMed&Surg,128,http://health.usnews.com/best-hospitals/midstate-medical-center-6160001,Meriden,CT,Hartford Healthcare,MidState Medical Center,midstatemedical.org,http://www.midstatemedical.org/,none,,none,02/03/2009,MidState,https://twitter.com/#!/MidState,http://www.facebook.com/pages/MidState-Medical-Center/138885556125483,none,https://foursquare.com/venue/1400729,http://www.linkedin.com/company/83883,,,,,,
H-long term,219,http://health.usnews.com/best-hospitals/hospital-for-special-care-6160370,New Britain,CT,none,Hospital for Special Care,hfsc.org,http://hfsc.org/,Hospfsc,05/20/10,http://www.youtube.com/user/Hospfsc,09/03/2010,hospspecialcare,https://twitter.com/#!/hospspecialcare,http://www.facebook.com/HospitalforSpecialCare,none,https://foursquare.com/venue/2324198,none,,,,,,
H-GenMed&Surg,318,http://health.usnews.com/best-hospitals/hospital-of-central-connecticut-6160013,New Britain,CT,none,The Hospital of Central Connecticut,thocc.org,http://www.thocc.org/,thocchospital,07/20/09,http://www.youtube.com/thocchospital,,none,none,http://www.facebook.com/hospofcentralct,none,http://foursquare.com/venue/5175159,none,,,,,,
H-Psych,129,http://health.usnews.com/best-hospitals/silver-hill-hospital-6160380,New Canaan,CT,none,Silver Hill Hospital,silverhillhospital.org,http://www.silverhillhospital.org/,none,,none,,none,none,http://www.facebook.com/pages/Silver-Hill-Hospital/229646127986,none,https://foursquare.com/venue/1681645,http://www.linkedin.com/company/713440,,,,,,
H-GenMed&Surg,442,http://health.usnews.com/best-hospitals/hospital-of-saint-raphael-6160410,New Haven,CT,none,Hospital of Saint Raphael,http://www.srhs.org/,http://www.srhs.org,none,,none,26/05/2009,HospStRaphael,http://twitter.com/HospStRaphael,http://www.facebook.com/pages/New-Haven-CT/Hospital-of-Saint-Raphael/177436794486,none,http://foursquare.com/venue/468770,http://www.linkedin.com/companies/hospital-of-saint-raphael,,,,,,
H-Childrens,na,,New Haven,CT,none,Yale-New Haven Children's Hospital,ynhch.org,http://www.ynhch.org/,none,,none,,none,none,http://www.facebook.com/pages/The-Friends-of-Yale-New-Haven-Childrens-Hospital/71570375131,none,none,none,,,,,,
H-GenMed&Surg,881,http://health.usnews.com/best-hospitals/yale-new-haven-hospital-6160400,New Haven,CT,Yale New Haven Health System,Yale-New Haven Hospital,ynhh.org,http://www.ynhh.org,ynhh,06/13/07,http://www.youtube.com/user/ynhh,13/11/2008,YNHH,http://twitter.com/YNHH,http://www.facebook.com/yalenewhavenhospital,none,http://foursquare.com/venue/271314,http://www.linkedin.com/companies/yale-new-haven-hospital,,,,,,
H-GenMed&Surg,184,http://health.usnews.com/best-hospitals/william-w-backus-hospital-6160560 ,Norwich,CT,None,Willaim W. Backus Hospital,backushospital.org,http://www.backushospital.org,backushospital,04/19/09,http://www.youtube.com/user/backushospital,18/10/2008,BackusHospital,http://twitter.com/BackusHospital,http://www.facebook.com/backushospital,none,http://foursquare.com/venue/12482097,none,,,,,,
H-GenMed&Surg,205,http://health.usnews.com/best-hospitals/stamford-hospital-6160009,Stamford ,CT,none,Stamford Hospital,stamfordhospital.org,http://www.stamfordhospital.org/,StamfordHospital,06/17/08,http://www.youtube.com/StamfordHospital,21/01/2011,StamfordHosp,http://twitter.com/#!/StamfordHosp,http://www.facebook.com/StamfordHospital,none,https://foursquare.com/venue/1692570,http://www.linkedin.com/company/21501,,,,,,
H-GenMed&Surg,235,http://health.usnews.com/best-hospitals/waterbury-hospital-6160750 ,Waterbury,CT,none,Waterbury Hospital,waterburyhospital.org,http://www.waterburyhospital.org/,none,,none,,none,none,http://www.facebook.com/WaterburyHospital,none,http://foursquare.com/venue/1407360,http://www.linkedin.com/companies/waterbury-hospital,,,,,,
Health System,NA,none,National,DC,VA,VA Careers,vacareers.va.gov,http://www.vacareers.va.gov,none,,none,11/08/2009,vacareers,http://twitter.com/vacareers,http://www.facebook.com/vacareers,none,none,none,,,,,,
H-Childrens,230,http://health.usnews.com/best-hospitals/childrens-national-med-center-6330030,Washington,DC,none,Children's National Medical Center,childrensnational.org,http://www.childrensnational.org,childrensnationalmed,02/24/09,http://www.youtube.com/user/childrensnationalmed,21/11/2008,childrenshealth,http://twitter.com/childrenshealth,http://www.facebook.com/childrens.national,none,http://foursquare.com/venue/418247,none,,,,,,
H-GenMed&Surg,326,http://health.usnews.com/best-hospitals/george-washington-univ-hosp-6330140,Washington,DC,"Universal Health Services, Inc",George Washington University Hospital ,gwhospital.com,http://www.gwhospital.com/,none,,none,,none,none,http://www.facebook.com/gwuhospital,none,http://foursquare.com/venue/486003,none,,,,,,
Health System,NA,none,Washington,DC,none,George Washington University Medical Center ,gwumc.edu,http://www.gwumc.edu,none,,none,23/06/2009,GWMedicalCenter,http://twitter.com/GWMedicalCenter,http://www.facebook.com/GWMedicalCenter,none,none,none,,,,,,
H-GenMed&Surg,305,http://health.usnews.com/best-hospitals/howard-university-hospital-6330100/,Washington,DC,none,Howard University Hospital ,huhosp.org,http://www.huhosp.org/,none,,none,,none,none,none,none,http://foursquare.com/venue/215807,http://www.linkedin.com/companies/howard-university-hospital,,,,,,
H-GenMed&Surg,390,http://health.usnews.com/best-hospitals/medstar-georgetown-med-ctr-6330130  ,Washington,DC,Med Star Health,MedStar Georgetown University Hospital,georgetownuniversityhospital.org,http://www.georgetownuniversityhospital.org,GeorgetownHospital,12/30/08,http://www.youtube.com/user/GeorgetownHospital,,MedStarGUH,https://twitter.com/MedStarGUH,http://www.facebook.com/medstargeorgetown,none,http://foursquare.com/venue/153293,http://www.linkedin.com/companies/georgetown-university-hospital,,,,,,
H-Rehab,137,http://health.usnews.com/best-hospitals/national-rehabilitation-hosp-6330170,Washington,DC,Med Star Health,MedStar National Rehabilitation Hospital,nrhrehab.org,http://www.nrhrehab.org,nrhrehab,04/17/09,http://www.youtube.com/nrhrehab,17/04/2009,medstarnrh,https://twitter.com/medstarnrh,https://www.facebook.com/MedStarNRH,none,http://foursquare.com/venue/233299,none,,,,,,
H-GenMed&Surg,841,http://health.usnews.com/best-hospitals/washington-hospital-center-6330120,Washington,DC,Med Star Health,MedStar Washington Hospital Center,whcenter.org,http://www.whcenter.org,WHCmedia,11/10/08,http://www.youtube.com/user/WHCmedia,14/01/2009,MedStarWHC,https://twitter.com/MedStarWHC,https://www.facebook.com/MedStarWashington,none,http://foursquare.com/venue/222265,none,,,,,,
H-GenMed&Surg,533,http://health.usnews.com/best-hospitals/providence-hospital-6330190/,Washington,DC,Ascension Health,Providence Hospital,provhosp.org,http://www.provhosp.org,none,,none,,none,none,http://www.facebook.com/group.php?gid=32663150198,none,http://foursquare.com/venue/338755,http://www.linkedin.com/companies/providence-hospital_2,,,,,,
H-GenMed&Surg,271,http://health.usnews.com/best-hospitals/sibley-memorial-hospital-6330210/,Washington,DC,none,Sibley Memorial Hospital ,sibley.org,http://www.sibley.org,none,,none,30/12/2009,sibleyonline,http://twitter.com/sibleyonline,http://www.facebook.com/pages/Sibley-Memorial-Hospital/254083117577,none,http://foursquare.com/venue/132061,http://www.linkedin.com/companies/sibley-memorial-hospital,,,,,,
H-GenMed&Surg,82,http://health.usnews.com/best-hospitals/specialty-hospital-of-washington-hadley-6330145,Washington,DC,"Specialty Hospitals of America, LLC",Specialty Hospital of Washington-Hadley,specialtyhospitalofwashington.com,http://www.specialtyhospitalofwashington.com/,none,,none,,none,none,http://www.facebook.com/pages/Specialty-Hospital-of-Washington-Hadley/132907840088185,none,https://foursquare.com/venue/2285641,none,,,,,,
Health System,na,none,Washington,DC,VA,Veterans Health Administration,va.gov,http://www.va.gov/health,Veterans Health Admin,03/13/08,http://www.youtube.com/veteransHealthAdmin,12/11/2008,VeteransHealth,http://twitter.com/VeteransHealth,http://www.facebook.com/VeteransHealth,none,none,http://www.linkedin.com/companies/veterans-health-administration,,,,,,
H-GenMed&Surg,300,http://health.usnews.com/best-hospitals/veterans-affairs-medical-center-6330250,Washington,DC,VA,Washington DC VA Medical Center,washingtondc.va.gov,http://www.washingtondc.va.gov,none,,none,,none,none,http://www.facebook.com/WashingtonDCVAMC,none,none,none,,,,,,
H-GenMed&Surg,331,http://health.usnews.com/best-hospitals/bayhealth-medical-center-6310007,Dover,DE,none,Bayhealth Medical Center,bayhealth.org,http://www.bayhealth.org/,/bayhealthcares,05/27/10,http://www.youtube.com/bayhealthcares,27/05/2010,bayhealthmedctr,http://twitter.com/bayhealthmedctr,http://www.facebook.com/group.php?gid=136012876437351,none,none, http://www.linkedin.com/in/bayhealthcares ,,,,,,
H-Childrens,192,http://health.usnews.com/best-hospitals/alfred-i.-dupont-hospital-for-children-6310110,Wilmington,DE,Nemours,Alfred I. duPont Hospital for Children,nemours.org,http://www.nemours.org/about/location/nchaidhc.html,aidhcvideos,08/04/09,http://www.youtube.com/user/aidhcvideos#p/a,05/06/2009,aidhcmedicallib,http://twitter.com/aidhcmedicallib,http://www.facebook.com/aiduponthospital,none,none,none,,,,,,
H-GenMed&Surg,1011,http://health.usnews.com/best-hospitals/christiana-care-health-system-6310120,Wilmington,DE,none,Christiana Care Health System,christianacare.org,http://www.christianacare.org,ChristianaCare,01/10/08,http://www.youtube.com/user/ChristianaCare,23/02/2009,christianacare,http://twitter.com/christianacare,http://www.facebook.com/christianacare,none,none,http://www.linkedin.com/companies/christiana-care-health-system,,,,,,
H-GenMed&Surg,156,http://health.usnews.com/best-hospitals/florida-hospital-de-land-6390161, DeLand,FL,Adventist Health System Sunbelt,Florida Hospital DeLand,fhdeland.org,http://www.fhdeland.org/,none,,none,28/09/2009,FHDeLand,http://twitter.com/FHDeLand,http://www.facebook.com/fhdeland,http://fhdeland.blogspot.com/,none,none,,,,,,
H-GenMed&Surg,424,http://health.usnews.com/best-hospitals/jfk-medical-center-6390074,Atlantis,FL,HCA,JFK Medical Center,jfkmc.com,http://www.jfkmc.com/,none,,none,11/11/2009,jfkmedical,http://twitter.com/jfkmedical,http://www.facebook.com/JFKMedicalCenter,http://jfkmedicalcenter.ballywhointeractive.com/,http://foursquare.com/venue/901898,none,,,,,,
H-GenMed&Surg,359,http://health.usnews.com/best-hospitals/aventura-hospital-and-medical-center-6390282,Aventura,FL,HCA,Aventura Hospital and Medical Center,aventurahospital.com,http://aventurahospital.com/home/index.dot,AHMCaventura,04/23/10,http://www.youtube.com/AHMCaventura,20/01/2010,AHMCAventura,http://twitter.com/#!/AHMCAventura,http://www.facebook.com/AventuraMedical,http://aventurahospital.ballywhointeractive.com/,http://foursquare.com/venue/11972501,none,,,,,,
H-GenMed&Surg,185,http://health.usnews.com/best-hospitals/west-boca-medical-center-6390045,Boca Raton,FL,TENET Healthcare Corporation,West Boca Medical Center,westbocamedctr.com,http://www.westbocamedctr.com/en-US/Pages/default.aspx,WestBocaMC,12/09/10,http://www.youtube.com/user/WestBocaMC,28/06/2010,WestBocaMedical,http://twitter.com/#!/WestBocaMedical,http://www.facebook.com/WestBocaMC,none,none,none,,,,,,
H-GenMed&Surg,59,http://health.usnews.com/best-hospitals/northwest-florida-comm-hosp-6390085,Chipley,FL,none,Northwest Florida Community Hospital,chipleyhospital.com,http://www.chipleyhospital.com/,none,,none,31/01/2010,ChipleyHospital,http://twitter.com/ChipleyHospital,http://www.facebook.com/pages/Northwest-Florida-Community-Hospital/353051905467,none,http://foursquare.com/venue/4766326,http://www.linkedin.com/companies/northwest-florida-community-hospital,,,,,,
H-GenMed&Surg,256,http://health.usnews.com/best-hospitals/coral-gables-hospital-6394000,Coral Gables,FL,TENET Healthcare Corporation,Coral Gables Hospital,coralgableshospital.com,http://www.coralgableshospital.com/en-US/Pages/default.aspx,coralgableshospital,12/09/10,http://www.youtube.com/coralgableshospital,28/06/2010,CoralGablesHosp,http://twitter.com/#!/CoralGablesHosp,http://www.facebook.com/coralgableshospital,none,none,none,,,,,,
H-GenMed&Surg,182,http://health.usnews.com/best-hospitals/broward-health-coral-springs-medical-center-6390150,Coral Springs,FL,Broward Health,Broward Health Coral Springs Medical Center,browardhealth.org,http://www.browardhealth.org/csmc/,none,,none,21/04/2009,CSMCcares,http://twitter.com/CSMCcares,http://www.facebook.com/CoralSpringsMedicalCenter,none,http://foursquare.com/venue/1916719,http://www.linkedin.com/companies/north-broward-hospital-district,,,,,,
H-GenMed&Surg,562,http://health.usnews.com/best-hospitals/halifax-health-medical-center-6390056/,Daytona Beach,FL,none,Halifax Health,halifaxhealth.org,http://www.halifaxhealth.org,HalifaxHealth,05/06/09,http://www.youtube.com/user/HalifaxHealth,08/10/2008,HalifaxHealth,http://twitter.com/HalifaxHealth,http://www.facebook.com/halifaxhealth,none,http://foursquare.com/venue/591849,none,,,,,,
H-GenMed&Surg,403,http://health.usnews.com/best-hospitals/delray-medical-center-6390081,Delray Beach,FL,TENET Healthcare Corporation,Delray Medical Center,delraymedicalctr.com,http://www.delraymedicalctr.com/en-US/Pages/default.aspx,DelrayMedicalCtr,12/10/10,http://www.youtube.com/user/DelrayMedicalCtr,28/06/2010,DelrayMedCenter,http://twitter.com/#!/DelrayMedCenter,none,none,none,none,,,,,,
Health System,NA,none,Fort Lauderdale,FL,none,Broward Heath System,browardhealth.org,http://www.browardhealth.org/,BrowardHealth,10/09/07,http://www.youtube.com/user/BrowardHealth,20/04/2009,BrowardHealth,http://twitter.com/BrowardHealth,http://www.facebook.com/BrowardHealth,none,none,none,,,,,,
H-GenMed&Surg,436,http://health.usnews.com/best-hospitals/holy-cross-hospital-6390230/,Fort Lauderdale,FL,Catholic Health East,Holy Cross Hospital,holy-cross.com,http://www.holy-cross.com,HolyCrossHospitalTV,02/18/09,http://www.youtube.com/user/HolyCrossHospitalTV,,holycrossfl,http://twitter.com/#!/holycrossfl,http://www.facebook.com/holycrossfl,http://holycrossheartblog.com/,http://foursquare.com/venue/481464,http://www.linkedin.com/companies/holy-cross-hospital_3,,,,,,
H-Children's,na,none,Fort Meyers,FL,Lee Memorial Health System,The Children's Hospital of South Florida,leememorial.org,http://www.leememorial.org//facilities/tchospital.asp,LeeMemorialMarketing,12/21/10,http://www.youtube.com/user/LeeMemorialMarketing,,SWFLChildrens,http://twitter.com/#!/SWFLChildrens,http://www.facebook.com/TheChildrensHospitalofSouthwestFlorida,none,https://foursquare.com/v/childrens-hospital-of-southwest-florida/4d4e76ce122b5481f5ab854f,none,,,,,,
Health System,na,none,Fort Myers,FL,none,Lee Memorial Health System,leememorial.org,http://www.leememorial.org/,LeeMemorialMarketing,12/21/10,http://www.youtube.com/user/LeeMemorialMarketing,07/04/2009,Lee_Memorial,http://twitter.com/#!/Lee_Memorial,http://www.facebook.com/LeeMemorialHealthSystem,none,none,http://www.linkedin.com/companies/23164/Lee+Memorial+Health+System?trk=ncsrch_hits&goback=%2Efcs_*2_Lee+Memorial+Health+System_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,,,,,,
H-GenMed&Surg,331,http://health.usnews.com/best-hospitals/lawnwood-reg-medical-center-6390048 ,Fort Pierce,FL,HCA,Lawnwood Regional Medical Center,awnwoodmed.com,http://www.lawnwoodmed.com/,none,,none,11/11/2009,lawnwoodmed,http://twitter.com/lawnwoodmed,http://www.facebook.com/LawnwoodRMC,http://lawnwoodregional.ballywhointeractive.com/,http://foursquare.com/venue/1384202,none,,,,,,
H-GenMed&Surg,734,http://health.usnews.com/best-hospitals/shands-at-the-univ-of-florida-6390283,Gainesville,FL,Shands healthCare,Shands at the University of Florida,shands.org,http://www.shands.org,none,,none,20/04/2009,ShandsHealth,http://twitter.com/ShandsHealth,none,none,none,none,,,,,,
H-Childrens,na,none,Gainesville,FL,none,Shands Children's Hospital at the University of Florida,shands.org,http://www.shands.org/hospitals/children/default.asp,none,,none,,none,none,none,none,none,none,,,,,,
H-GenMed&Surg,599,http://health.usnews.com/best-hospitals/shands-jacksonville-med-ctr-6390082/,Gainesville,FL,Shands healthCare,Shands Jacksonville,jax.shands.org,http://jax.shands.org/,ShandsHealthCare,03/13/08,http://www.youtube.com/user/ShandsHealthCare,17/02/2009,ShandsJax,http://twitter.com/ShandsJax,http://www.facebook.com/pages/Jacksonville-FL/Shands-Jacksonville-Medical-Center/99064958327?ref=sgm,none,http://foursquare.com/venue/771720,http://www.linkedin.com/companies/shands-jacksonville,,,,,,
H-GenMed&Surg,378,http://health.usnews.com/best-hospitals/hialeah-hospital-6390287,Hialeah,FL,TENET Healthcare Corporation,Hialeah Hospital,hialeahhosp.com,http://www.hialeahhosp.com/en-US/Pages/default.aspx,HialeahHosp,12/09/10,http://www.youtube.com/user/HialeahHosp,28/06/2010,HialeahHospital,http://twitter.com/#!/HialeahHospital,http://www.facebook.com/HialeahHosp,none,none,none,,,,,,
H-GenMed&Surg,360,http://health.usnews.com/best-hospitals/palmetto-general-hospital-6394001,Hialeah,FL,TENET Healthcare Corporation,Palmetto General Hospital,palmettogeneral.com,http://www.palmettogeneral.com/en-US/Pages/default.aspx,PalmettoGeneralH,12/10/10,http://www.youtube.com/user/PalmettoGeneralH,29/06/2010,PalmettoGeneral,http://twitter.com/#!/PalmettoGeneral,http://www.facebook.com/palmettogeneral,none,none,none,,,,,,
H-Childrens,NA,none,Hollywood,FL,Memorial Healthcare System,Joe DiMaggio Children's Hospital,jdch.com,http://www.jdch.com/,none,,none,,none,none,http://www.facebook.com/pages/Joe-DiMaggio-Childrens-Hospital/305479668085,none,none,none,,,,,,
Health System,NA,none,Hollywood,FL,Memorial Hermann Hlthcare Syst,Memorial Healthcare System,mhs.net,http://www.mhs.net,MemorialHealthcare,12/04/08,http://www.youtube.com/user/MemorialHealthcare,06/02/2009,mhshospital,http://twitter.com/mhshospital,http://www.facebook.com/MemorialHealthcareSystem,none,none,http://www.linkedin.com/companies/11972/Memorial%20Healthcare%20System,,,,,,
Health System,NA,none,Jacksonville,FL,none,Nemours ,nemours.org,http://www.nemours.org/index.html,NemoursUpdates,10/02/08,http://www.youtube.com/user/NemoursUpdates,12/10/2008,Nemours,http://twitter.com/nemours,http://www.facebook.com/Nemours,none,none,http://www.linkedin.com/companies/nemours,,,,,,
H-Psych,92,http://health.usnews.com/best-hospitals/river-point-behavioral-health-6390400,Jacksonville,FL,Psychiatric Solutions,River Point Behavioral Health,riverpointbehavioral.com,http://www.riverpointbehavioral.com/,none,,none,,none,none,http://www.facebook.com/pages/River-Point-Behavioral-Health/174331997151,none,https://foursquare.com/venue/4727612,none,,,,,,
H-Childrens,NA,none,Jacksonville,FL,Baptist Health,Wolfson Children's Hospital,wolfsonchildrens.org,http://wolfsonchildrens.org/Pages/default.aspx,WolfsonChildrens,06/02/10,http://www.youtube.com/user/WolfsonChildrens,,none,none,http://www.facebook.com/WolfsonChildrensHospital,none,http://foursquare.com/venue/1329491,none,,,,,,
H-GenMed&Surg,579,http://health.usnews.com/best-hospitals/baptist-medical-center-6390308 ,Jacksonville ,FL,Baptist Health,Baptist Medical Center,e-baptisthealth.com,http://community.e-baptisthealth.com/bmc/downtown/index.html,BaptistHealthJax,06/25/09,http://www.youtube.com/user/BaptistHealthJax,24/04/2009,BaptistHealthJx,http://twitter.com/BaptistHealthJx,http://www.facebook.com/pages/Jacksonville-FL/Baptist-Health-Jacksonville/120338147016?ref=search,none,http://foursquare.com/venue/483278,http://www.linkedin.com/companies/baptist-medical-center,,,,,,
H-Rehab,127,http://health.usnews.com/best-hospitals/brooks-rehabilitation-hospital-6390309 ,Jacksonville ,FL,none,Brooks Rehabilitation,brookshealth.org,http://www.brookshealth.org,BrooksHealth,02/02/09,http://www.youtube.com/user/BrooksHealth,15/01/2009,BrooksRehab,http://twitter.com/BrooksRehab,http://www.facebook.com/BrooksRehab,none,http://foursquare.com/venue/3431314,http://www.linkedin.com/companies/brooks-rehabilitation,,,,,,
H-GenMed&Surg,313,http://health.usnews.com/best-hospitals/mayo-clinic-jacksonville-6390380,Jacksonville ,FL,Mayo Foundation,Mayo Clinic Jacksonville ,(see Mayo Clinic Rochester),http://www.mayoclinic.org/jacksonville/,none,,none,,none,none,none,none,http://foursquare.com/venue/4193703,none,,,,,,
Health System,455,http://health.usnews.com/best-hospitals/st-vincents-medical-center-6390390/,Jacksonville ,FL,Ascension Health,St. Vincent's HealthCare,jaxhealth.com,http://www.jaxhealth.com,jaxhealth,06/24/09,http://www.youtube.com/jaxhealth,08/05/2009,Jaxhealth,http://twitter.com/Jaxhealth,http://www.facebook.com/StVincentsHealthCare,none,http://foursquare.com/venue/706137,none,,,,,,
H-GenMed&Surg,55,http://health.usnews.com/best-hospitals/jay-hospital-6399090,Jay,FL,Baptist Health Care Corp,Jay Hospital,jayhospital.org,http://www.jayhospital.org,none,,none,02/06/2009,JayHospital,http://twitter.com/JayHospital,http://www.facebook.com/JayHospitalFlorida,none,http://foursquare.com/venue/10374681,none,,,,,,
H-GenMed&Surg,175,http://health.usnews.com/best-hospitals/palms-west-hospital-6390753,Loxahatchee,FL,HCA,Palms West Hospital,palmswesthospital.com,http://palmswesthospital.com/home/index.dot,none,,none,20/01/2010,palmswhospita,http://twitter.com/#!/palmswhospital,http://www.facebook.com/PalmsWestHospital,http://palmswesthospital.ballywhointeractive.com/,http://foursquare.com/venue/922643,none,,,,,,
Health System,NA,none,Lutz,FL,BayCare Health System,St. Joseph's Hospital-North,stjosephsnorth.com,http://www.stjosephsnorth.com/,none,,none,,none,none,http://www.facebook.com/stjosephsnorth,none,http://foursquare.com/venue/2700615,none,,,,,,
H-GenMed&Surg,215,http://health.usnews.com/best-hospitals/northwest-medical-center-6390509 ,Margate,FL,HCA,Northwest Medical Center,northwestmed.com,http://www.northwestmed.com/,none,,none,04/11/2009,northwestmed,http://twitter.com/northwestmed,http://www.facebook.com/NorthwestMedicalCenter,none,none,none,,,,,,
H-ENT,56,http://health.usnews.com/best-hospitals/bascom-palmer-eye-institute-6390522,Miami,FL,none,Bascom Palmer Eye,bascompalmer.org,http://www.bascompalmer.org,bascompalmer,11/17/08,http://www.youtube.com/user/bascompalmer,,none,none,http://www.facebook.com/bascompalmereyeinstitute,none,http://foursquare.com/venue/914654,none,,,,,,
H-Childrens,na,none,Miami,FL,none,Holtz Children's Hospital at UM-Jackson Memorial Hospital,jhsmiami.org,http://www.jhsmiami.org/body.cfm?id=154,HoltzChildrens,11/20/09,http://www.youtube.com/user/HoltzChildrens,08/02/2010,HoltzChildren,http://twitter.com/HoltzChildren,none,none,none,none,,,,,,
H-GenMed&Surg,357,http://health.usnews.com/best-hospitals/mercy-hospital-6390572,Miami,FL,Catholic Health East,Mercy Hospital,mercymiami.com,http://www.mercymiami.com/,none,,none,,none,none,http://www.facebook.com/MercyHospitalMiami,none,http://foursquare.com/venue/456319,http://www.linkedin.com/companies/15042/Mercy%20Hospital,,,,,,
H-Childrens,250,http://health.usnews.com/best-hospitals/miami-childrens-hospital-6390625  ,Miami,FL,none,Miami Children's Hospital,mch.com,http://www.mch.com,MiamiChildrens,08/20/08,http://www.youtube.com/user/MiamiChildrens,18/05/2009,MiamiChildrens,http://twitter.com/MiamiChildrens,http://www.facebook.com/MiamiChildrensHospital,none,http://foursquare.com/venue/985314,http://www.linkedin.com/companies/miami-children%27s-hospital,,,,,,
H-GenMed&Surg,357,http://health.usnews.com/best-hospitals/north-shore-medical-center-6390615,Miami,FL,TENET Healthcare Corporation,North Shore Medical Center,northshoremedical.com,http://www.northshoremedical.com/en-US/Pages/default.aspx,NorthShoreMedC,12/09/10,http://www.youtube.com/user/NorthShoreMedC,28/06/2010,NorthShoreMedC,http://twitter.com/#!/NorthShoreMedC,http://www.facebook.com/northshoremedical,none,none,none,,,,,,
H-GenMed&Surg,na,none,Miami,FL,TENET Healthcare Corporation,North Shore Medical Center FMC Campus,floridamedicalctr.com,http://www.floridamedicalctr.com/en-US/Pages/default.aspx,none,,none,28/06/2010,NorthShoreMCFMC,http://twitter.com/#!/NorthShoreMCFMC,http://www.facebook.com/fmc.campus,none,none,none,,,,,,
H-Cancer,40,http://health.usnews.com/best-hospitals/university-of-miami-hospital-and-clinics-6390610,Miami,FL,none,Sylvester Comprehensive Cancer Center,sylvester.org,http://www.sylvester.org/,SylvesterCancer,04/27/10,http://www.youtube.com/SylvesterCancer,27/04/2010,SylvesterCancer,http://twitter.com/SylvesterCancer,http://www.facebook.com/SylvesterFightsCancer,none,http://foursquare.com/venue/2239097,none,,,,,,
H-GenMed&Surg,2157,http://health.usnews.com/best-hospitals/jackson-health-system-6390573,Miami,FL,none,"University of Miami, Jackson Memorial Hospital",jhsmiami.org,http://www.jhsmiami.org,none,,none,02/09/2009,jhsmiami,http://twitter.com/jhsmiami,http://www.facebook.com/group.php?gid=4556689979,none,http://foursquare.com/venue/552481,none,,,,,,
H-GenMed&Surg,712,http://health.usnews.com/best-hospitals/mount-sinai-medical-center-6390640,Miami Beach,FL,none,Mount Sinai Medical Center,msmc.com,http://www.msmc.com,none,,none,,none,none,http://www.facebook.com/pages/Mount-Sinai-Medical-Center-of-Florida/137801129524,none,http://foursquare.com/venue/3186242,http://www.linkedin.com/companies/mount-sinai-medical-center_2,,,,,,
H-GenMed&Surg,50,http://health.usnews.com/best-hospitals/sacred-heart-hospital-6390084 ,Miramir Beach,FL,Ascension Health,Sacred Heart Hospital on the Emerald Coast,sacredheartemerald.org,http://www.sacredheartemerald.org/,none,,none,04/02/2009,SHHEC,http://twitter.com/SHHEC,none,none,http://foursquare.com/venue/12122872,none,,,,,,
Health System,NA,none,na,FL,Baptist Health South Florida,Baptist Health South Florida,baptisthealth.net,http://www.baptisthealth.net/en/Pages/home.aspx,BaptistHealthSF,09/04/09,http://www.youtube.com/BaptistHealthSF,29/07/2009,BaptistHealthSF,http://twitter.com/BaptistHealthSF,http://www.facebook.com/BaptistHealthSF,http://baptisthealth.net/weight-loss-surgery-blog/,http://foursquare.com/venue/6113708,http://www.linkedin.com/companies/baptist-health-south-florida-located-in-miami-florida,,,,,,
Health System,NA,none,na,FL,HCA East Florida,HCA East Florida,hcaeastflorida.com,http://www.hcaeastflorida.com/,HCAEastFloridaHealth,05/07/09,http://www.youtube.com/user/HCAEastFloridaHealth,05/10/2009,hcaeastflorida,http://twitter.com/hcaeastflorida,http://www.facebook.com/pages/HCA-East-Florida/163893592272,http://hcaeastflorida.ballywhointeractive.com/,none,none,,,,,,
