Org Type,Beds,USNEWS Directory,City,State,Par Org,Organization,Pri. Domain,Full Org URL,YouTube Account,YouTube Date,YouTube URL ,TW 1st update,Twitter Account,Twitter URL,FaceBook URL,Blog,FourSquare,LinkedIn,Pinterest,Google+,Delicious,Flickr,Quantcast,Compete
H-GenMed&Surg,138,http://health.usnews.com/best-hospitals/alaska-native-medical-center-6940010,Anchorage,AK,Alaska Native Medical Center,Alaska Native Tribal Health Consortium,anthctoday.org,http://www.anthctoday.org/hospital/index.html,ANTHCtoday,04/11/10,http://www.youtube.com/user/ANTHCtoday,,ANTHCtoday,http://twitter.com/#!/ANTHCtoday,http://www.facebook.com/ANTHCtoday,none,https://foursquare.com/venue/2927246,http://www.linkedin.com/company/54133,,,,,,
H-Psychiatric,80,http://health.usnews.com/best-hospitals/alaska-psychiatric-institute-6940008,Anchorage,AK,Alaska Psychiatric Institute,Alaska Psychiatric Institute,hss.state.ak.us,http://www.hss.state.ak.us/dbh/API/,none,,none,,Alaska_DHSS,http://twitter.com/#!/Alaska_DHSS,http://www.facebook.com/pages/Alaska-Department-of-Health-and-Social-Services/99962144928,none,https://foursquare.com/venue/9953419,none,,,,,,
H-GenMed&Surg,132,http://health.usnews.com/best-hospitals/alaska-regional-hospital-6940015,Anchorage,AK,HCA,Alaska Regional Hospital,alaskaregional.com,http://www.alaskaregional.com/,AlaskaRegional,11/09/09,http://www.youtube.com/user/AlaskaRegional,29/07/2009,AlaskaRegional,http://twitter.com/AlaskaRegional,http://www.facebook.com/pages/Alaska-Regional-Hospital/271551474351,,http://foursquare.com/venue/1312866,none,,,,,,
H-Childrens,199,http://health.usnews.com/best-hospitals/north-star-behavioral-health-system-6940115,Anchorage,AK,"Universal Health Services, Inc.",North Star Behavioral Health System,northstarbehavioral.com,http://www.northstarbehavioral.com/,none,,none,,,none,none,none,none,none,,,,,,
H-GenMed&Surg,364,http://health.usnews.com/best-hospitals/providence-alaska-medical-ctr-6940020/,Anchorage,AK,Providence Health & Services,Providence Alaska Medical Center,providence.org,http://www.providence.org/alaska/pamc/default.htm,providenceak,02/23/10,http://www.youtube.com/providenceak,12/06/2009,ProvAK,http://twitter.com/ProvAK,http://www.facebook.com/pages/Providence-Alaska-Medical-Center/90247838064,none,http://foursquare.com/venue/1777955,http://www.linkedin.com/companies/providence-alaska-medical-center,,,,,,
Acute long-term care,45,http://health.usnews.com/best-hospitals/st.-elias-specialty-hospital-6940007,Anchorage,AK,St. Elias Specialty Hospital,St. Elias Specialty Hospital,st-eliashospital.com,http://www.st-eliashospital.com/,none,,none,,,none,http://www.facebook.com/pages/St-Elias-Specialty-Hospital/84073767625,none,,none,,,,,,
H-GenMed&Surg,14,http://health.usnews.com/best-hospitals/samuel-simmonds-memorial-hospital-6940030,Barrow,AK,Samuel Simmonds Memorial Hospital,Samuel Simmonds Memorial Hospital,arcticslope.org,http://www.arcticslope.org/,none,,none,,,none,none,none,https://foursquare.com/v/samual-simmonds-memorial-hospital/4d7e8b3a870037040f5c7399,none,,,,,,
H-GenMed&Surg,37,http://health.usnews.com/best-hospitals/yukon-kuskokwim-delta-regional-hospital-6940040,Bethel,AK,Yukon-Kuskokwim Delta Regional Hospital,Yukon-Kuskokwim Delta Regional Hospital,ykhc.org,http://www.ykhc.org/,none,,none,,,none,none,none,none,none,,,,,,
H-GenMed&Surg,23,http://health.usnews.com/best-hospitals/cordova-community-medical-center-6940050,Cordova,AK,Cordova Community Medical Center,Cordova Community Medical Center,cityofcordova.net,http://www.cityofcordova.net/,none,,none,,,none,none,none,none,none,,,,,,
H-GenMed&Surg,15,http://health.usnews.com/best-hospitals/bristol-bay-area-health-corporation-6940090,Dillingham,AK,Bristol Bay Area Health Corporation,Bristol Bay Area Health Corporation,bbahc.org,http://www.bbahc.org/,none,,none,,,none,none,none,https://foursquare.com/v/bristol-bay-area-health-corporation/4c7bd70188449eb08e8aab79,http://www.linkedin.com/company/111452,,,,,,
H-GenMed&Surg,64,http://health.usnews.com/best-hospitals/u.-s.-air-force-regional-hospital-6940055,Elmendorf AFB,AK,Department of the Air Force,U. S. Air Force Regional Hospital,jber.af.mil,http://www.jber.af.mil/,JBERPublicAffairs,07/28/10,http://www.youtube.com/JBERPublicAffairs,,,none,http://www.facebook.com/JBERAK,none,,none,,,,http://www.flickr.com/photos/arcticwarrior/,,
H-GenMed&Surg,24,http://health.usnews.com/best-hospitals/bassett-army-community-hospital-6940066,Fort Wainwright,AK,"Department of the Army, Office of the Surgeon General",Bassett Army Community Hospital,alaska.amedd.army.mil,http://www.alaska.amedd.army.mil/,none,,none,,,none,none,none,https://foursquare.com/v/bassett-army-community-hospital/4bcf537c41b9ef3b2636f8e5,none,,,,,,
H-GenMed&Surg,47,http://health.usnews.com/best-hospitals/south-peninsula-hospital-6949030,Homer,AK,South Peninsula Hospital,South Peninsula Hospital,sphosp.com,http://www.sphosp.com/,none,,none,,,none,none,none,https://foursquare.com/v/south-peninsula-hospital/4c4a028242b4d13a8237977c,none,,,,,,
H-GenMed&Surg,61,http://health.usnews.com/best-hospitals/bartlett-regional-hospital-6940085,Juneau,AK,QHR,Bartlett Regional Hospital,bartletthospital.org,http://www.bartletthospital.org/,none,,none,,BartlettHosp,http://twitter.com/#!/BartlettHosp,http://www.facebook.com/BartlettRegionalHospital,none,https://foursquare.com/venue/980842,http://www.linkedin.com/company/1471661,,,,,,
H-GenMed&Surg,54,http://health.usnews.com/best-hospitals/ketchikan-general-hospital-6940100,Ketchikan,AK,PeaceHealth,Ketchikan General Hospital,peacehealth.org,http://www.peacehealth.org/ketchikan/Pages/default.aspx,none,,none,,,none,http://www.facebook.com/pages/PeaceHealth-Ketchikan-Medical-Center/109547669111072,none,https://foursquare.com/venue/5831905,none,,,,,,
H-GenMed&Surg,17,http://health.usnews.com/best-hospitals/maniilaq-health-center-6940130,Kotzebue,AK,Maniilaq Health Center,Maniilaq Health Center,maniilaq.org,http://www.maniilaq.org/,none,,none,,,none,none,none,https://foursquare.com/v/maniilaq-health-center/4bc4ef115e0ab713c5b445eb,none,,,,,,
H-GenMed&Surg,36,http://health.usnews.com/best-hospitals/norton-sound-regional-hospital-6940140,Nome,AK,Norton Sound Regional Hospital,Norton Sound Regional Hospital,nortonsoundhealth.org,http://www.nortonsoundhealth.org/,none,,none,,,none,none,none,none,http://www.linkedin.com/company/221974,,,,,,
H-GenMed&Surg,74,http://health.usnews.com/best-hospitals/mat-su-regional-medical-center-6940150,Palmer,AK,"Community Health Systems, Inc.",Mat-Su Regional Medical Center,matsuregional.com,http://www.matsuregional.com/Pages/home.aspx,none,,none,,,none,none,none,https://foursquare.com/v/matsu-regional-medical-center/4be1aca58c2bc9b6e5a1420b,none,,,,,,
H-GenMed&Surg,27,http://health.usnews.com/best-hospitals/petersburg-medical-center-6940160,Petersburg,AK,Petersburg Medical Center,Petersburg Medical Center,pmc-health.com,http://www.pmc-health.com/,none,,none,,none,none,http://www.facebook.com/pages/Petersburg-Medical-Center/130075117065380,none,https://foursquare.com/venue/19085782,none,,,,,,
H-GenMed&Surg,27,http://health.usnews.com/best-hospitals/sitka-community-hospital-6940205/details,Sitka,AK,Sitka Community Hospital,Sitka Community Hospital,sitkahospital.org,http://www.sitkahospital.org/getpage.php?name=index,none,,none,,,none,http://www.facebook.com/pages/Sitka-Community-Hospital/250637541644,none,,none,,,,,,
H-GenMed&Surg,27,http://health.usnews.com/best-hospitals/searhc-mt.-edgecumbe-hospital-6940135,Sitka,AK,SEARHC MT. Edgecumbe Hospital,SEARHC MT. Edgecumbe Hospital,searhc.org,http://www.searhc.org/,none,,none,,,none,none,none,none,none,,,,,,
H-GenMed&Surg,114,http://health.usnews.com/best-hospitals/central-peninsula-general-hospital-6940215,Soldotna,AK,Central Peninsula General Hospital,Central Peninsula General Hospital,cpgh.org,http://www.cpgh.org/,none,,none,,,none,none,none,https://foursquare.com/v/central-peninsula-hospital/4ba6f81ff964a5208f7a39e3,none,,,,,,
H-GenMed&Surg,22,http://health.usnews.com/best-hospitals/wrangell-medical-center-6949090,Wrangell,AK,Wrangell Medical Center,Wrangell Medical Center,wrangellmedicalcenter.com,http://www.wrangellmedicalcenter.com/,none,,none,,,none,none,none,none,none,,,,,,
H-GenMed&Surg,178,http://health.usnews.com/best-hospitals/shelby-baptist-medical-center-6530010,Alabaster,AL,Baptist Health System,Shelby Baptist Medical Center,bhsala.com,http://www.bhsala.com/home_shelby.cfm?id=40,none,,none,,none,none,http://www.facebook.com/ShelbyBaptist,none,http://foursquare.com/venue/2795692,none,,,,,,
H-GenMed&Surg,129,http://health.usnews.com/best-hospitals/clay-county-hospital-6530080,Ashland,AL,none,Clay County Hospital,claycountyhospital.com,http://www.claycountyhospital.com/,none,,none,,none,none,http://www.facebook.com/pages/Clay-County-Hospital-Move-For-The-Cure/155139974515845,none,https://foursquare.com/venue/685255,none,,,,,,
H-GenMed&Surg,101,http://health.usnews.com/best-hospitals/athens-limestone-hospital-6530090,Athens,AL,none,Athens-Limestone Hospital,athenslimestonehospital.com,http://www.athenslimestonehospital.com/,new2alh,04/04/11,http://www.youtube.com/user/new2alh,,none,none,http://www.facebook.com/pages/Athens-Limestone-Hospital-Foundation/379214535929,none,https://foursquare.com/venue/16663781,none,,,,,,
H-GenMed&Surg,49,http://health.usnews.com/best-hospitals/atmore-community-hospital-6530100,Atmore,AL,Baptist Health Care Corporation,Atmore Community Hospital,ebaptisthealthcare.org,http://www.ebaptisthealthcare.org,none,,none,,none,none,http://www.facebook.com/AtmoreCommunityHospital,none,https://foursquare.com/venue/8482765,none,,,,,,
Health System,na,none,Birmingham,AL,none,Baptist Health System,bhsala.com,http://www.bhsala.com/,BaptistHealthSystem,10/21/10,http://www.youtube.com/BaptistHealthSystem,,none,none,none,none,none,none,,,,,,
H-GenMed&Surg,138,http://health.usnews.com/best-hospitals/veterans-affairs-medical-center-6530305,Birmingham,AL,Department of Veterans Affairs,Birmingham VA Medical Center,birmingham.va.gov,http://www.birmingham.va.gov/,none,,none,,none,none,http://www.facebook.com/BirminghamVAMC,none,https://foursquare.com/venue/17738891,none,,,,,,
H-GenMed&Surg,586,http://health.usnews.com/best-hospitals/brookwood-medical-center-6530175 ,Birmingham,AL,TENET Healthcare Corporation,Brookwood Medical Center,bwmc.com,http://www.bwmc.com/en-US/Pages/default.aspx,brookwoodmedicalctr,02/05/10,http://www.youtube.com/brookwoodmedicalctr,20/08/2009,BrookwoodMed,http://twitter.com/BrookwoodMed,http://www.facebook.com/BrookwoodMedicalCenter,none,http://foursquare.com/venue/1003417,none,,,,,,
H-Childrens,266,http://health.usnews.com/best-hospitals/the-children%27s-hospital-of-alabama-6530170,Birmingham,AL,none,Children's Hospital of Alabama,chsys.org,http://www.chsys.org/,none,,none,04/05/2009,ChildrensAla,http://twitter.com/ChildrensAla,http://www.facebook.com/childrenshospitalofalabama,none,http://foursquare.com/venue/8422277,none,,,,,,
H-GenMed&Surg,141,http://health.usnews.com/best-hospitals/cooper-green-mercy-hospital-6530205,Birmingham,AL,none,Cooper Green Mercy Hospital,coopergreenmercyhospital.org,http://www.coopergreenmercyhospital.org/default,none,,none,,none,none,http://www.facebook.com/supportcoopergreen,none,none,none,,,,,,
H-GenMed&Surg,368,http://health.usnews.com/best-hospitals/princeton-baptist-medical-center-6530160,Birmingham,AL,Baptist Health System,Princeton Baptist Medical Center,bhsala.com,http://www.bhsala.com/home_princeton.cfm?id=39,none,,none,,none,none,http://www.facebook.com/PrincetonBaptist,none,none,none,,,,,,
Health System,NA,none,Birmingham,AL,none,St. Vincent's Health System,stvhs.com,http://www.stvhs.com/,StVincentsHealthSys,04/07/09,http://www.youtube.com/user/StVincentsHealthSys,,none,none,http://www.facebook.com/stvincentshealthsystem,none,http://foursquare.com/venue/757439,http://www.linkedin.com/companies/st-vincents-health-system,,,,,,
H-GenMed&Surg,908,http://health.usnews.com/best-hospitals/university-of-alabama-hospital-6530304,Birmingham ,AL,UAB Health System,University of Alabama at Birmingham,uabmedicine.org,http://www.uabmedicine.org/,uabhealth,07/16/07,http://www.youtube.com/uabhealth,01/06/2009,uabmedicine,http://twitter.com/uabmedicine,http://www.facebook.com/UABMedicine,http://cancer.uabmedicineblog.org/,http://foursquare.com/venue/607830,http://www.linkedin.com/company/uab-hospital,,,,,,
H-GenMed&Surg,115,http://health.usnews.com/best-hospitals/cullman-regional-medical-center-6530320,Cullman,AL,none,Cullman Regional Medical Center,crmchospital.com,http://www.crmchospital.com/getpage.php?name=Index,none,,none,,none,none,http://www.facebook.com/pages/Cullman-Regional-Medical-Center/48630441866,none,https://foursquare.com/venue/2411106,http://www.linkedin.com/company/1367971,,,,,,
H-Rehab,156,http://health.usnews.com/best-hospitals/mercy-medical-653032B,Daphne,AL,Catholic Health East,Mercy Medical,mercymedical.com,http://www.mercymedical.com/,none,,none,,none,none,http://www.facebook.com/pages/Mercy-Medical/109445235767317,none,none,none,,,,,,
H-GenMed&Surg,189,http://health.usnews.com/best-hospitals/decatur-general-hospital-6530011,Decatur,AL,none,Decatur General Hospital,decaturgeneral.org,http://www.decaturgeneral.org/,none,,none,,none,none,http://www.facebook.com/pages/Decatur-General/170416533006436,none,https://foursquare.com/venue/683779,none,,,,,,
H-GenMed&Surg,99,http://health.usnews.com/best-hospitals/bryan-w.-whitfield-memorial-hospital-6530345,Demopolis,AL,none,Bryan W. Whitfield Memorial Hospital,bwwmh.com,http://www.bwwmh.com/,none,,none,,none,none,http://www.facebook.com/pages/Bryan-W-Whitfield-Memorial-Hospital/313389003743,none,https://foursquare.com/venue/5490416,none,,,,,,
H-GenMed&Surg,90,http://health.usnews.com/best-hospitals/marshall-medical-center-north-6530002,Guntersville,AL,Marshall Health System,Marshall Medical Center,mmcenters.com,http://www.mmcenters.com/home/index.php,none,,none,,none,none,http://www.facebook.com/mmcenters,http://mmcenters.wordpress.com/,https://foursquare.com/venue/1153978,none,,,,,,
H-GenMed&Surg,803,http://health.usnews.com/best-hospitals/huntsville-hospital-6530510,Huntsville,AL,none,Huntsville Hospital,huntsvillehospital.org,http://huntsvillehospital.org/,huntsvillehospital,10/16/08,http://www.youtube.com/huntsvillehospital,,HSVHospital,https://twitter.com/HSVHospital,http://www.facebook.com/HuntsvilleHospitalFan,none,https://foursquare.com/v/huntsville-hospital/4b7085f7f964a520cb1f2de3,http://www.linkedin.com/company/22615,,,,,,
H-GenMed&Surg,212,http://health.usnews.com/best-hospitals/walker-baptist-medical-center-6530540,Jasper,AL,Baptist Health System,Walker Baptist Medical Center,bhsala.com,http://www.bhsala.com/home_walker.cfm?id=41,none,,none,,none,none,http://www.facebook.com/WalkerBaptist,none,http://foursquare.com/venue/8580398,none,,,,,,
H-GenMed&Surg,NA,none,Madison,AL,,Madison Hospital ,madisonalhospital.org,http://www.madisonalhospital.org/,none,,none,,,none,http://www.facebook.com/MadisonHospitalFan,none,https://foursquare.com/v/madison-hospital/4e4a92ca8877bebe848f4972,none,,,,,,
Health System,na,none,Montgomery,AL,none,Baptist Health,baptistfirst.org,http://www.baptistfirst.org/default.aspx,none,,none,,none,none,http://www.facebook.com/pages/Baptist-Health-Central-Alabama/107074119369287,none,https://foursquare.com/venue/1731462,none,,,,,,
H-GenMed&Surg,321,http://health.usnews.com/best-hospitals/central-alabama-veterans-health-care-system-6530008,Montgomery,AL,Department of Veterans Affairs,Central Alabama Veterans Health Care System,centralalabama.va.gov,http://www.centralalabama.va.gov/,none,,none,,none,none,http://www.facebook.com/VACentralAlabama,none,none,none,,,,,,
H-GenMed&Surg,375,http://health.usnews.com/best-hospitals/east-alabama-medical-center-6530760,Opelika,AL,none,East Alabama Medical Center,eamc.org,http://www.eamc.org/,none,,none,10/10/2010,EAMC_Careers,http://twitter.com/#!/EAMC_Careers,http://www.facebook.com/pages/EAMC-Health-Resource-Center/165280076819874,none,http://foursquare.com/venue/1285348,none,,,,,,
H-GenMed&Surg,75,http://health.usnews.com/best-hospitals/dale-medical-center-6530769,Ozark,AL,none,Dale Medical Center,dalemedical.org,http://www.dalemedical.org/,none,,none,,none,none,http://www.facebook.com/pages/Dale-Medical-Center/247878782174,none,https://foursquare.com/venue/4976314,none,,,,,,
H-GenMed&Surg,106,http://health.usnews.com/best-hospitals/citizens-baptist-medica-center-6530910,Talladega,AL,Baptist Health System,Citizens Baptist Medical Center,bhsala.com,http://www.bhsala.com/home_citizens.cfm?id=38,none,,none,,none,none,http://www.facebook.com/CitizensBaptist,none,http://foursquare.com/venue/7781693,none,,,,,,
Health System,NA,none,Tuscaloosa,AL,DCH Health System,DCH Health System,dchsystem.com,http://www.dchsystem.com/,dchsystem,08/28/09,http://www.youtube.com/dchsystem,22/04/2009,dchsystem,http://twitter.com/dchsystem,none,none,none,none,,,,,,
H-GenMed&Surg,NA,none,Tuscaloosa,AL,Department of Veterans Affairs,Tuscaloosa VA Medical Center,tuscaloosa.va.gov,http://www.tuscaloosa.va.gov,none,,none,23/11/2009,tuscaloosava,http://twitter.com/tuscaloosava,http://www.facebook.com/VATuscaloosa,none,none,none,,,,,,
Health System,na,none,Warrior,AL,none,Bradford Health Services,bradfordhealth.com,http://www.bradfordhealth.com/,none,,none,,none,none,http://www.facebook.com/pages/Bradford-Health-Services/196179213731878,none,none,http://www.linkedin.com/company/79595,,,,,,
H-Childrens,295,http://health.usnews.com/best-hospitals/arkansas-childrens-hospital-6710340 ,Little Rock,AR,none,Arkansas Children's Hospital,archildrens.org,http://www.archildrens.org,achwebman,09/13/06,http://www.youtube.com/user/achwebman,16/09/2008,archildrens,http://twitter.com/archildrens,http://www.facebook.com/ArkansasChildrensHospital,none,http://foursquare.com/venue/593536,http://www.linkedin.com/companies/arkansas-children%27s-hospital,,,,,,
Health System,NA,none,Little Rock,AR,none,Babtist Health,baptist-health.com,http://www.baptist-health.com/default.asp,MyBaptistHealth,03/17/08,http://www.youtube.com/user/MyBaptistHealth,02/02/2009,baptisthealthAR,http://twitter.com/baptisthealthar,http://www.facebook.com/baptisthealth,none,http://foursquare.com/venue/1768287,none,,,,,,
H-GenMed&Surg,436,http://health.usnews.com/best-hospitals/university-of-arkansas-for-medical-sciences-6710440,Little Rock,AR,none,University of Arkansas Medical Center,uamshealth.com,http://www.uamshealth.com/,UAMSHealth,03/27/08,http://www.youtube.com/user/UAMSHealth,10/11/2008,uamshealth,http://twitter.com/uamshealth/,http://www.facebook.com/UAMShealth,none,none,http://www.linkedin.com/companies/uams,,,,,,
H-GenMed&Surg,208,http://health.usnews.com/best-hospitals/chandler-regional-medical-ctr-6860028 ,Chandler,AZ,Catholic Healthcare West,Chandler Regional Medical Center,chandlerregional.org,http://chandlerregional.org/,none,,none,10/02/2009,ChandlerRegiona,http://twitter.com/ChandlerRegiona,http://www.facebook.com/CHWChandlerRegional,none,http://foursquare.com/venue/101005,none,,,,,,
H-GenMed&Surg,110,http://health.usnews.com/best-hospitals/verde-valley-medical-center-6860040,Cottonwood,AZ,Northern Arizona Healthcare,Verde Valley Medical Center,verdevalleymedicalcenter.com,http://www.verdevalleymedicalcenter.com/default,VerdeMedical,01/05/11,http://www.youtube.com/VerdeMedical,20/04/2010,VerdeMedical,http://twitter.com/#!/VerdeMedical,http://www.facebook.com/VerdeValleyMedicalCenter,none,http://foursquare.com/venue/8344770,http://www.linkedin.com/company/northern-arizona-healthcare,,,,,,
H-GenMed&Surg,271,http://health.usnews.com/best-hospitals/flagstaff-medical-center-6860021,Flagstaff,AZ,Northern Arizona Healthcare,Flagstaff Medical Center,flagstaffmedicalcenter.com,http://www.flagstaffmedicalcenter.com/default,FlagMedical,08/16/10,http://www.youtube.com/FlagMedical,20/04/2010,FlagMedical,http://twitter.com/#!/FlagMedical,http://www.facebook.com/flagstaffmedicalcenter,none,http://foursquare.com/venue/3202138,http://www.linkedin.com/company/northern-arizona-healthcare,,,,,,
Health System,NA,none,Flagstaff,AZ,Northern Arizona Healthcare,Northern Arizona Healthcare,nahealth.com,http://www.nahealth.com,none,,none,03/04/2009,NAHealth,http://twitter.com/NAHealth,none,none,none,http://www.linkedin.com/companies/northern-arizona-healthcare,,,,,,
H-GenMed&Surg,176,http://health.usnews.com/best-hospitals/banner-gateway-medical-center-6860043 ,Gilbert,AZ,Banner Health,Banner Gateway,bannerhealth.com,http://www.bannerhealth.com/Locations/Arizona/Banner+Gateway+Medical+Center/,none,,none,10/12/2008,bannergateway,http://twitter.com/bannergateway,http://www.facebook.com/pages/Banner-Gateway-Medical-Center/106492567251,none,http://foursquare.com/venue/101040,none,,,,,,
H-GenMed&Surg,na,none,Gilbert,AZ,Banner Health,Banner MD Anderson,bannerhealth.com,http://www.bannerhealth.com/Locations/Arizona/Banner+MD+Anderson+Cancer+Center/_Banner+MD+Anderson+Cancer+Center+home.htm#tabContent1,none,,none,04/05/2010,BannerMDAndersn,http://twitter.com/#!/BannerMDAndersn,none,none,https://foursquare.com/venue/10366873,none,,,,,,
H-GenMed&Surg,8,http://health.usnews.com/best-hospitals/gilbert-hospital-6860042 ,Gilbert,AZ,none,Gilbert Hospital,gilberter.com,http://www.gilberter.com/,none,,none,08/09/2009,gilberthospital,http://twitter.com/gilberthospital,none,none,http://foursquare.com/venue/1612558,none,,,,,,
H-GenMed&Surg,92,http://health.usnews.com/best-hospitals/mercy-gilbert-medical-center-6860051 ,Gilbert,AZ,Catholic Healthcare West,Mercy Gilbert Medical Center,mercygilbert.org,http://www.mercygilbert.org,none,,none,10/02/2009,MercyGilbert,http://twitter.com/MercyGilbert,none,none,http://foursquare.com/venue/2424197,http://www.linkedin.com/companies/mercy-gilbert-medical-center,,,,,,
H-GenMed&Surg,376,http://health.usnews.com/best-hospitals/banner-thunderbird-med-ctr-6860013 ,Glendale,AZ,Banner Health,Banner Thunderbird,bannerhealth.com,http://www.bannerhealth.com/Locations/Arizona/Banner+Thunderbird+Medical+Center/,none,,none,08/01/2009,BannerTbird,http://twitter.com/BannerTbird,none,none,http://foursquare.com/venue/316796,none,,,,,,
H-GenMed&Surg,340,http://health.usnews.com/best-hospitals/banner-baywood-medical-center-6860185 ,Mesa,AZ,Banner Health,Banner Baywood,bannerhealth.com,http://www.bannerhealth.com/Locations/Arizona/Banner+Baywood+Medical+Center/,none,,none,05/12/2008,bannerbaywood,http://twitter.com/bannerbaywood,http://www.facebook.com/BannerBaywood,none,http://foursquare.com/venue/74339,none,,,,,,
H-GenMed&Surg,518,http://health.usnews.com/best-hospitals/banner-desert-medical-center-6860016 ,Mesa,AZ,Banner Health,Banner Desert Medical Center,bannerhealth.com,http://www.bannerhealth.com/Locations/Arizona/Banner+Desert+Medical+Center/_Banner+Desert+Medical+Center.htm,none,,none,17/03/2009,BannerDesert,http://twitter.com/BannerDesert,http://www.facebook.com/BannerDesert,none,http://foursquare.com/venue/61631,none,,,,,,
H-GenMed&Surg,111,http://health.usnews.com/best-hospitals/banner-heart-hospital-6860026 ,Mesa,AZ,Banner Health,Banner Heart Hospital,bannerhealth.com,http://www.bannerhealth.com/Locations/Arizona/Banner+Heart+Hospital/,none,,none,12/12/2008,BannerHeart,http://twitter.com/BannerHeart,http://www.facebook.com/BannerHeart,none,http://foursquare.com/venue/63142,none,,,,,,
H-GenMed&Surg,178,http://health.usnews.com/best-hospitals/mountain-vista-medical-center-6860047,Mesa,AZ,IASIS Healthcare,Mountain Vista Medical Center,mvmedicalcenter.com,http://www.mvmedicalcenter.com/,MountainVistaMedical,12/11/2009,http://www.youtube.com/MountainVistaMedical,23/04/2009,mvmc,http://twitter.com/mvmc,http://www.facebook.com/MountainVista,none,http://foursquare.com/venue/1479876,none,,,,,,
H-Children's,na,none,Pheonix,AZ,Banner Health,Cardon Children's Medical Center,bannerhealth.com,http://www.bannerhealth.com/Locations/Arizona/Cardon+Childrens+Medical+Center/_Cardon+Childrens+Medical+Center+home+page.htm,none,,none,27/03/2009,CardonChildrens,http://twitter.com/#!/CardonChildrens,http://www.facebook.com/cardonchildrens,none,https://foursquare.com/venue/19590872,none,,,,,,
H-Psych,85,http://health.usnews.com/best-hospitals/st.-luke%27s-behavioral-health-center-6860246,Pheonix,AZ,IASIS Healthcare,St. Luke's Behavioral Health Center,stlukesbehavioralhealth.com,http://www.stlukesbehavioralhealth.com/,none,,none,,none,none,http://www.facebook.com/SLBHC,none,none,none,,,,,,
H-specialty,NA,none,Phoenix,AZ,Banner Health,Banner Alzheimer's Institute,bannerhealth.com,http://www.bannerhealth.com/_Alzheimers/Alzheimers+Institute.htm,none,,none,11/03/2009,BannerAlzheimer,http://twitter.com/BannerAlzheimer,none,none,http://foursquare.com/venue/2532471,none,,,,,,
H-GenMed&Surg,172,http://health.usnews.com/best-hospitals/banner-estrella-medical-center-6860036 ,Phoenix,AZ,Banner Health,Banner Estrella,bannerhealth.com,http://www.bannerhealth.com/Locations/Arizona/Banner+Estrella+Medical+Center/,none,,none,11/11/2008,bannerEstrella,http://twitter.com/bannerEstrella,http://www.facebook.com/bannerestrella,none,http://foursquare.com/venue/179791,none,,,,,,
H-GenMed&Surg,601,http://health.usnews.com/best-hospitals/banner-good-samaritan-med-ctr-6860250 ,Phoenix,AZ,Banner Health,Banner Good Samaritan Medical Center,bannerhealth.com,http://www.bannerhealth.com/Locations/Arizona/Banner+Good+Samaritan+Medical+Center/,none,,none,11/11/2008,BannerGoodSam,http://twitter.com/BannerGoodSam,http://www.facebook.com/BannerGoodSamaritan,none,http://foursquare.com/venue/2321626,none,,,,,,
Health System,NA,none,Phoenix,AZ,Banner Health,Banner Health,bannerhealth.com,http://www.bannerhealth.com,bannerhealthonline,09/22/08,http://www.youtube.com/user/bannerhealthonline,06/01/2009,BannerHealth,http://twitter.com/BannerHealth,http://www.facebook.com/BannerHealth,none,none,http://www.linkedin.com/companies/banner-health,,,,,,
H-GenMed&Surg,217,http://health.usnews.com/best-hospitals/mayo-clinic-hospital-6860019,Phoenix,AZ,Mayo Foundation,Mayo Clinic Phoenix ,(see Mayo Clinic Rochester),http://www.mayoclinic.org/scottsdale/,none,,none,,none,none,none,none,http://foursquare.com/venue/197509,none,,,,,,
H-Childrens,294,http://health.usnews.com/best-hospitals/phoenix-children's-hospital-6860210,Phoenix,AZ,none,Phoenix Children’s Hospital,phoenixchildrens.com,http://www.phoenixchildrens.com/,PhxChildrensHospital,04/28/09,http://www.youtube.com/PhxChildrensHospital,20/02/2009,PhxChildrens,http://twitter.com/PhxChildrens,http://www.facebook.com/PhoenixChildrensHospital,none,http://foursquare.com/venue/73890,none,http://pinterest.com/phxchildrens/,,,http://www.flickr.com/photos/phoenixchildrens,,
Health System,NA,none,Phoenix,AZ,VA,Phoenix VA Health Care System,phoenix.va.gov,http://www.phoenix.va.gov,none,,none,21/05/2009,PhxVAHealthcare,http://twitter.com/PhxVAHealthcare,http://www.facebook.com/PhxVAHealthcare,none,http://foursquare.com/venue/3653262,none,,,,,,
H-GenMed&Surg,690,http://health.usnews.com/best-hospitals/st.-joseph%27s-hospital-and-medical-center-6860280,Phoenix,AZ,Catholic Healthcare West,St. Joseph's Hospital and Medical Center,stjosephs-phx.org,http://www.stjosephs-phx.org,StJosephsPhx,03/12/09,http://www.youtube.com/StJosephsPhx,08/04/2009,StJosephs,http://twitter.com/StJosephs,http://www.facebook.com/StJosephsHospital,none,http://foursquare.com/venue/147884,http://www.linkedin.com/companies/st-josephs-hospital-and-medical-center,,,,,,
H-GenMed&Surg,225,http://health.usnews.com/best-hospitals/st.-luke%27s-medical-center-6860290 ,Phoenix,AZ,IASIS Healthcare,St. Luke's Medical Center,stlukesmedcenter.com,http://www.stlukesmedcenter.com/,none,,none,28/04/2009,stlukesmedical,http://twitter.com/stlukesmedical,http://www.facebook.com/StLukesMedicalCenter,none,none,none,,,,,,
